id_cliente,nome_cliente,sobrenome_cliente,data_nascimento,sexo,email_cliente,aceita_receber_newsletter,celular_cliente,whatsapp,aceita_receber_mensagens,fixo_cliente,logradouro,numero,bairro,cep,estado,ticket_medio,produtos_saudaveis_percentual
669,Ina,Gosling,1992-01-16 06:13:22.143596,Feminino,igoslingik@hotmail.com,Não,228-652-5263,Sim,Sim,927-941-8964,Green,37522,Copacabana,220005-000,RJ,297.57,76.11
670,Tobi,Reely,2005-05-09 06:13:22.143596,Feminino,treelyil@gmail.com,Não,755-713-3358,Sim,Sim,912-327-5310,Walton,61151,Copacabana,220001-000,RJ,315.16,99.07
671,Kassi,Lynes,2005-08-07 06:13:22.143596,Feminino,klynesim@gmail.com,Não,136-307-7924,Não,Não,661-992-4513,Gerald,0,Copacabana,220008-000,RJ,94.15,7.5
672,Newton,Pont,1973-10-06 06:13:22.143596,Masculino,npontin@hotmail.com,Sim,455-665-5147,Não,Sim,736-114-8007,Northwestern,901,Copacabana,220009-000,RJ,240.94,23.63
673,Adria,Werndly,1962-10-21 06:13:22.143596,Feminino,awerndlyio@hotmail.com,Não,220-705-9228,Sim,Não,244-281-2133,Karstens,3814,Barra da Tijuca,226002-000,RJ,327.51,54.89
674,Denice,Tampin,1990-01-01 06:13:22.143596,Feminino,dtampinip@gmail.com,Não,229-669-8640,Sim,Não,940-160-9352,Florence,943,Barra da Tijuca,226007-000,RJ,438.97,59.15
675,Joseph,Bonanno,1981-03-06 06:13:22.143596,Masculino,jbonannoiq@gmail.com,Não,612-231-6797,Não,Não,507-738-0483,Chinook,3611,Copacabana,220005-000,RJ,172.53,77.05
676,Justina,Clemont,1995-05-15 06:13:22.143596,Feminino,jclemontir@gmail.com,Sim,986-129-3621,Não,Não,847-582-2362,Evergreen,56,Tijuca,205006-000,RJ,444.97,93.1
677,Cristiano,Lovie,1978-03-20 06:13:22.143596,Masculino,clovieis@gmail.com,Não,610-141-1318,Sim,Sim,414-977-5163,Main,22,Tijuca,205006-000,RJ,331.02,36.39
678,Lon,Garmanson,1999-01-20 06:13:22.143596,Masculino,lgarmansonit@hotmail.com,Sim,144-370-7306,Não,Sim,160-379-8662,Esker,42,Tijuca,205006-000,RJ,326.22,48.23
679,Raoul,Keysel,1977-07-02 06:13:22.143596,Masculino,rkeyseliu@hotmail.com,Não,213-509-4019,Não,Sim,482-123-2678,Pearson,4,Barra da Tijuca,226007-000,RJ,110.76,38.57
680,Gradey,Beardsworth,2000-05-15 06:13:22.143596,Masculino,gbeardsworthiv@gmail.com,Não,829-303-6254,Não,Não,981-128-3358,Debs,7414,Copacabana,220008-000,RJ,355.65,35.52
681,Elsworth,Akehurst,1968-05-18 06:13:22.143596,Masculino,eakehurstiw@gmail.com,Não,211-584-3152,Sim,Sim,175-207-0977,Valley Edge,51,Barra da Tijuca,226007-000,RJ,357.52,21.93
682,Yettie,Revening,1975-08-15 06:13:22.143596,Feminino,yreveningix@hotmail.com,Sim,252-351-7330,Sim,Não,167-140-6702,Huxley,93,Tijuca,205001-000,RJ,224.24,13.71
683,Murdoch,Crannell,1973-04-19 06:13:22.143596,Masculino,mcrannelliy@gmail.com,Sim,732-906-1739,Não,Não,687-101-3831,Manitowish,0,Barra da Tijuca,226004-000,RJ,393.64,3.37
684,Minny,Caroline,1993-06-18 06:13:22.143596,Feminino,mcarolineiz@hotmail.com,Não,576-722-6740,Sim,Sim,430-288-5073,Corben,251,Tijuca,205007-000,RJ,255.26,63.81
685,Carole,Yuryshev,1968-10-15 06:13:22.143596,Feminino,cyuryshevj0@gmail.com,Não,938-772-7232,Não,Não,350-626-2602,Jenna,349,Barra da Tijuca,226007-000,RJ,319.44,58.16
686,Elwin,Weald,1988-09-08 06:13:22.143596,Masculino,ewealdj1@gmail.com,Sim,725-546-8671,Sim,Sim,543-799-3110,Dennis,5,Copacabana,220009-000,RJ,162.46,71.22
687,Bord,Blythin,1987-01-03 06:13:22.143596,Masculino,bblythinj2@gmail.com,Não,699-883-8319,Sim,Sim,685-855-5399,Jackson,5273,Barra da Tijuca,226002-000,RJ,412.98,76.1
688,Cary,Dorrington,1967-06-04 06:13:22.143596,Outros,cdorringtonj3@gmail.com,Não,207-641-1616,Sim,Sim,160-545-5873,Lawn,931,Tijuca,205006-000,RJ,394.83,16.66
689,Nelie,De Marchi,1976-02-27 06:13:22.143596,Feminino,ndemarchij4@gmail.com,Sim,431-273-1227,Sim,Não,280-223-6137,Pepper Wood,3791,Barra da Tijuca,226006-000,RJ,324.93,93.3
690,Hamnet,Swannack,1981-06-05 06:13:22.143596,Masculino,hswannackj5@hotmail.com,Sim,430-750-4823,Não,Sim,717-427-6726,Redwing,35,Copacabana,220002-000,RJ,277.72,82.28
691,Debbie,Dench,1993-09-03 06:13:22.143596,Feminino,ddenchj6@gmail.com,Sim,501-627-0625,Não,Não,505-265-9645,Stang,32255,Copacabana,220002-000,RJ,251.81,4.94
692,Rodolphe,Treweek,1965-06-05 06:13:22.143596,Masculino,rtreweekj7@gmail.com,Sim,123-570-3623,Sim,Sim,592-654-6458,Anderson,9276,Copacabana,220008-000,RJ,417.75,9.22
693,Christel,Duddy,1977-08-31 06:13:22.143596,Feminino,cduddyj8@gmail.com,Sim,125-102-0231,Não,Sim,531-183-7398,Bay,4,Tijuca,205004-000,RJ,333.25,65.52
694,Tuesday,Mendel,1973-03-09 06:13:22.143596,Feminino,tmendelj9@hotmail.com,Não,530-387-6982,Sim,Não,953-233-8878,Prairie Rose,472,Copacabana,220005-000,RJ,288.36,18.31
695,Melody,Witchell,1986-04-07 06:13:22.143596,Feminino,mwitchellja@gmail.com,Não,863-770-6180,Sim,Sim,945-711-1167,Old Shore,674,Barra da Tijuca,226006-000,RJ,149.37,12.45
696,Allin,Meco,1964-03-17 06:13:22.143596,Masculino,amecojb@gmail.com,Não,337-640-0999,Não,Não,567-455-4488,Jana,21,Barra da Tijuca,226004-000,RJ,385.5,71.49
697,Brock,MacTrustrie,1990-07-04 06:13:22.143596,Masculino,bmactrustriejc@gmail.com,Sim,151-406-5458,Sim,Não,903-988-6053,Raven,94112,Copacabana,220006-000,RJ,462.82,66.31
698,Ellissa,Piggin,1997-08-22 06:13:22.143596,Feminino,epigginjd@hotmail.com,Não,275-877-1543,Não,Sim,298-432-3301,Evergreen,248,Copacabana,220002-000,RJ,345.55,19.99
699,Taryn,Timoney,1993-11-29 06:13:22.143596,Feminino,ttimoneyje@hotmail.com,Não,505-365-5196,Não,Não,951-379-2456,Express,10739,Tijuca,205007-000,RJ,347.34,87.47
700,Dorelle,Gowan,1996-09-02 06:13:22.143596,Outros,dgowanjf@gmail.com,Não,791-165-3428,Não,Sim,403-427-0830,Steensland,1,Copacabana,220009-000,RJ,462.17,83.78
701,Porter,Zavittieri,1962-01-30 06:13:22.143596,Masculino,pzavittierijg@gmail.com,Sim,233-848-7927,Sim,Sim,666-549-5744,Anzinger,2,Copacabana,220007-000,RJ,274.38,38.3
702,Dionisio,Brislen,1967-05-27 06:13:22.143596,Masculino,dbrislenjh@hotmail.com,Sim,312-852-2081,Sim,Sim,561-153-2419,Bowman,1879,Tijuca,205002-000,RJ,314.22,31.16
703,Gerrie,Workman,1977-09-01 06:13:22.143596,Masculino,gworkmanji@hotmail.com,Sim,230-275-3682,Sim,Sim,262-704-5051,1st,98,Barra da Tijuca,226005-000,RJ,101.34,31.2
704,Trumann,Revie,1991-12-23 06:13:22.143596,Masculino,treviejj@gmail.com,Sim,729-147-8078,Sim,Não,978-891-3104,Twin Pines,1,Barra da Tijuca,226006-000,RJ,340.81,79.37
705,York,Harteley,1963-04-01 06:13:22.143596,Masculino,yharteleyjk@gmail.com,Sim,547-103-9657,Não,Sim,823-614-7347,Caliangt,3067,Tijuca,205002-000,RJ,120.4,9.76
706,Rozalin,Brookwell,1965-04-20 06:13:22.143596,Feminino,rbrookwelljl@hotmail.com,Não,973-729-5684,Não,Sim,884-599-0018,Westerfield,5,Copacabana,220002-000,RJ,136.99,11.93
707,Emily,Sanpere,1989-09-03 06:13:22.143596,Feminino,esanperejm@gmail.com,Sim,818-441-3290,Sim,Sim,294-192-6562,Mayer,9150,Tijuca,205004-000,RJ,411.84,93.47
708,Lucias,Mattiussi,1993-11-14 06:13:22.143596,Masculino,lmattiussijn@gmail.com,Não,823-452-9826,Sim,Não,972-190-7066,Derek,41,Barra da Tijuca,226004-000,RJ,101.56,8.47
709,Flor,Ladson,1972-10-17 06:13:22.143596,Feminino,fladsonjo@gmail.com,Sim,740-479-4657,Não,Não,184-761-6117,Starling,5,Copacabana,220003-000,RJ,464.59,54.37
710,Louisa,Haime,1997-03-21 06:13:22.143596,Outros,lhaimejp@hotmail.com,Sim,647-416-9243,Não,Não,415-960-9357,Jay,79,Barra da Tijuca,226009-000,RJ,264.12,90.79
711,Cobby,Pride,1984-01-24 06:13:22.143596,Masculino,cpridejq@gmail.com,Sim,324-783-2991,Sim,Não,452-231-6202,Glendale,6717,Copacabana,220005-000,RJ,288.56,80.2
712,Bailie,Gaitskill,1979-11-02 06:13:22.143596,Masculino,bgaitskilljr@hotmail.com,Não,594-562-4196,Não,Sim,882-155-8075,Pine View,1349,Copacabana,220003-000,RJ,338.12,94.6
713,Cecily,Brauns,2001-01-22 06:13:22.143596,Feminino,cbraunsjs@hotmail.com,Não,856-340-4995,Sim,Não,376-417-5344,Hayes,76333,Tijuca,205007-000,RJ,484.81,29.96
714,Anita,Dyball,1971-09-15 06:13:22.143596,Feminino,adyballjt@hotmail.com,Não,236-281-5220,Sim,Sim,251-808-6450,Cody,455,Barra da Tijuca,226004-000,RJ,313.6,24.85
715,Eric,Alvarez,1991-09-02 06:13:22.143596,Masculino,ealvarezju@gmail.com,Sim,332-912-4926,Sim,Não,632-907-2167,Linden,7,Tijuca,205006-000,RJ,60.79,10.62
716,Ange,Gorthy,1964-04-07 06:13:22.143596,Masculino,agorthyjv@hotmail.com,Não,610-711-9951,Não,Sim,800-571-5394,Mcguire,4679,Barra da Tijuca,226001-000,RJ,420.38,88.82
717,Britni,Allmond,1967-12-30 06:13:22.143596,Feminino,ballmondjw@gmail.com,Sim,358-200-4400,Sim,Sim,464-831-4843,Esker,4401,Tijuca,205008-000,RJ,261.61,50.96
718,Reggie,Showering,2003-12-07 06:13:22.143596,Masculino,rshoweringjx@gmail.com,Não,879-860-4597,Sim,Não,677-566-0941,Muir,5122,Barra da Tijuca,226008-000,RJ,378.89,0.75
719,Egan,Brody,1987-12-01 06:13:22.143596,Masculino,ebrodyjy@hotmail.com,Não,246-995-5023,Não,Não,745-178-0053,Ilene,938,Copacabana,220003-000,RJ,466.63,73.79
720,Oralie,Pennetta,1986-11-06 06:13:22.143596,Feminino,opennettajz@hotmail.com,Sim,621-781-4709,Não,Sim,660-940-6331,Linden,9,Copacabana,220007-000,RJ,387.46,71.9
721,Alwin,Adamik,1971-09-03 06:13:22.143596,Masculino,aadamikk0@hotmail.com,Não,302-900-4217,Não,Não,788-299-5987,Maryland,6,Copacabana,220008-000,RJ,459.22,4.72
722,Derward,Mundford,1987-03-01 06:13:22.143596,Masculino,dmundfordk1@gmail.com,Não,513-725-3270,Sim,Não,792-219-2206,Farmco,96464,Barra da Tijuca,226004-000,RJ,114.92,21.15
723,Lawry,Pillman,2002-12-17 06:13:22.143596,Masculino,lpillmank2@hotmail.com,Sim,687-988-1316,Sim,Não,663-710-8309,Kennedy,532,Barra da Tijuca,226001-000,RJ,132.8,85.17
724,Garrett,Rispen,1991-03-19 06:13:22.143596,Outros,grispenk3@hotmail.com,Não,201-791-8321,Não,Sim,264-940-1295,Fair Oaks,7,Copacabana,220001-000,RJ,141.59,59.03
725,Aveline,Thurner,1984-12-10 06:13:22.143596,Outros,athurnerk4@gmail.com,Sim,983-942-7096,Sim,Sim,905-247-6844,Graceland,6342,Tijuca,205001-000,RJ,457.15,37.75
726,Levey,Metrick,1995-06-10 06:13:22.143596,Masculino,lmetrickk5@hotmail.com,Não,638-721-6826,Sim,Sim,752-216-2645,Old Gate,61,Tijuca,205003-000,RJ,254.59,79.04
727,Hayden,MacAree,1983-05-18 06:13:22.143596,Masculino,hmacareek6@gmail.com,Sim,661-921-4343,Sim,Não,344-863-5703,Sunnyside,49,Barra da Tijuca,226007-000,RJ,70.3,95.65
728,Pyotr,Whittier,1969-12-03 06:13:22.143596,Masculino,pwhittierk7@gmail.com,Não,568-643-5735,Sim,Sim,843-620-4640,South,3074,Barra da Tijuca,226006-000,RJ,256.9,59.27
729,Aylmer,Shermore,1992-10-11 06:13:22.143596,Masculino,ashermorek8@gmail.com,Não,373-543-1544,Não,Sim,296-108-5639,Pine View,146,Tijuca,205003-000,RJ,257.05,56.78
730,Mora,Oosthout de Vree,1981-08-21 06:13:22.143596,Feminino,moosthoutdevreek9@hotmail.com,Sim,360-695-4337,Não,Não,105-207-6683,Oak Valley,83010,Copacabana,220009-000,RJ,265.97,39.32
731,Brucie,Reucastle,1961-10-28 06:13:22.143596,Masculino,breucastleka@gmail.com,Sim,518-515-5614,Sim,Não,527-776-0477,Pierstorff,5810,Tijuca,205003-000,RJ,346.28,93.08
732,Marni,Caustick,2004-02-28 06:13:22.143596,Feminino,mcaustickkb@hotmail.com,Não,619-513-9413,Não,Não,535-762-7644,Portage,15,Barra da Tijuca,226008-000,RJ,200.44,79.99
733,Candis,Bahl,1986-07-27 06:13:22.143596,Feminino,cbahlkc@gmail.com,Não,117-347-8627,Sim,Sim,416-918-1059,Dixon,8,Tijuca,205002-000,RJ,290.83,99.49
734,Olive,Berndtssen,1992-09-21 06:13:22.143596,Feminino,oberndtssenkd@gmail.com,Sim,235-720-9977,Não,Sim,744-202-8827,Butternut,76,Tijuca,205002-000,RJ,247.76,47.22
735,Barbette,Kingsworth,1991-10-13 06:13:22.143596,Feminino,bkingsworthke@hotmail.com,Não,542-383-9816,Não,Não,596-273-8631,Pond,8789,Tijuca,205001-000,RJ,478.68,51.1
736,Jesse,Maryan,1984-01-16 06:13:22.143596,Outros,jmaryankf@gmail.com,Sim,955-872-4950,Sim,Sim,695-955-5576,Cody,88992,Tijuca,205008-000,RJ,240.69,48.36
737,Shelba,Rozec,1970-04-08 06:13:22.143596,Feminino,srozeckg@hotmail.com,Sim,476-795-8320,Sim,Não,698-110-9512,Bartelt,92649,Copacabana,220008-000,RJ,120.06,85.8
738,Paolo,Gumme,1990-02-12 06:13:22.143596,Masculino,pgummekh@gmail.com,Não,760-444-2491,Não,Não,301-961-9723,Boyd,6795,Tijuca,205009-000,RJ,182.75,97.44
739,Aleta,Moffett,1986-08-09 06:13:22.143596,Feminino,amoffettki@hotmail.com,Sim,197-921-0811,Sim,Não,350-569-6221,Fuller,332,Barra da Tijuca,226008-000,RJ,241.19,38.98
740,Borg,Djurevic,1981-03-22 06:13:22.143596,Masculino,bdjurevickj@hotmail.com,Sim,355-117-0815,Sim,Não,402-647-9764,Menomonie,42676,Copacabana,220009-000,RJ,282.72,38.22
741,Purcell,Brient,1965-12-14 06:13:22.143596,Masculino,pbrientkk@hotmail.com,Sim,414-894-5091,Sim,Sim,240-688-9904,Fuller,91763,Copacabana,220002-000,RJ,115.78,36.16
742,Bearnard,Southerton,2000-04-27 06:13:22.143596,Masculino,bsouthertonkl@hotmail.com,Não,688-770-1829,Sim,Não,229-677-6923,Vernon,5,Tijuca,205006-000,RJ,372.68,5.6
743,Stafford,Bollin,2007-07-02 06:13:22.143596,Masculino,sbollinkm@hotmail.com,Sim,350-802-8035,Não,Não,353-966-6033,Village,62,Barra da Tijuca,226007-000,RJ,300.4,40.12
744,Brit,Farrimond,1962-08-30 06:13:22.143596,Masculino,bfarrimondkn@hotmail.com,Sim,954-989-3391,Não,Não,669-115-8372,Killdeer,686,Copacabana,220004-000,RJ,195.98,20.74
745,Pasquale,Caillou,1973-01-23 06:13:22.143596,Masculino,pcaillouko@hotmail.com,Sim,739-423-9549,Não,Sim,526-860-1372,Parkside,7,Barra da Tijuca,226009-000,RJ,364.47,70.21
746,Julianna,Roft,1992-01-16 06:13:22.143596,Feminino,jroftkp@hotmail.com,Não,433-206-4928,Sim,Sim,249-713-3049,Leroy,30693,Copacabana,220004-000,RJ,372.22,94.76
747,Milton,Davio,2002-09-19 06:13:22.143596,Masculino,mdaviokq@gmail.com,Não,525-748-4475,Sim,Não,260-983-3677,Sherman,42,Barra da Tijuca,226009-000,RJ,148.16,69.4
748,Golda,Mattecot,1998-08-10 06:13:22.143596,Feminino,gmattecotkr@hotmail.com,Sim,936-488-9625,Não,Sim,782-632-2355,Badeau,9,Copacabana,220006-000,RJ,124.84,80.23
749,Joel,Potier,1979-01-15 06:13:22.143596,Masculino,jpotierks@hotmail.com,Não,903-909-8377,Não,Não,498-247-6348,Dayton,703,Copacabana,220007-000,RJ,399.8,9.19
750,Sibby,Whanstall,1969-02-28 06:13:22.143596,Outros,swhanstallkt@hotmail.com,Sim,212-734-0865,Não,Sim,489-820-6572,Burrows,2,Copacabana,220001-000,RJ,69.48,17.05
751,Philly,Zorzini,1997-06-03 06:13:22.143596,Feminino,pzorziniku@gmail.com,Sim,993-978-7868,Não,Não,800-426-1317,Northfield,89181,Copacabana,220007-000,RJ,333.37,6.34
752,Brietta,Crissil,2002-03-21 06:13:22.143596,Outros,bcrissilkv@hotmail.com,Não,917-858-2737,Sim,Sim,145-857-8853,Hoard,3,Barra da Tijuca,226002-000,RJ,100.3,39.08
753,Gwen,Handman,1995-08-03 06:13:22.143596,Feminino,ghandmankw@hotmail.com,Sim,393-442-8645,Não,Sim,388-663-3370,Roth,69,Barra da Tijuca,226006-000,RJ,167.31,7.57
754,Griffy,Lomansey,1971-05-12 06:13:22.143596,Masculino,glomanseykx@gmail.com,Sim,117-762-8234,Sim,Não,355-713-1005,Stephen,28772,Copacabana,220002-000,RJ,103.05,58.25
755,Bevvy,Baccus,2003-09-16 06:13:22.143596,Feminino,bbaccusky@gmail.com,Sim,492-502-4059,Sim,Sim,756-141-6626,Dixon,77573,Copacabana,220006-000,RJ,77.64,42.8
756,Irita,Aldin,1961-04-07 06:13:22.143596,Feminino,ialdinkz@hotmail.com,Não,468-228-2061,Não,Não,901-510-3437,Oxford,42796,Copacabana,220003-000,RJ,268.61,18.15
757,Florina,Taylour,1996-06-11 06:13:22.143596,Outros,ftaylourl0@gmail.com,Sim,987-133-0570,Não,Não,447-459-7218,Gerald,6,Copacabana,220008-000,RJ,455.24,80.89
758,Jacqueline,Gewer,1979-12-03 06:13:22.143596,Feminino,jgewerl1@hotmail.com,Não,304-621-8692,Sim,Não,905-242-9927,Crowley,6638,Barra da Tijuca,226009-000,RJ,348.62,32.36
759,Kathi,Endle,2005-10-04 06:13:22.143596,Feminino,kendlel2@gmail.com,Sim,249-432-5074,Não,Sim,966-170-3637,Cottonwood,2936,Barra da Tijuca,226006-000,RJ,378.03,82.46
760,Bax,Cella,2006-07-10 06:13:22.143596,Masculino,bcellal3@gmail.com,Sim,237-159-0450,Não,Sim,599-499-4822,Sachtjen,6,Barra da Tijuca,226007-000,RJ,443.06,70.17
761,Harald,Wittke,1961-01-26 06:13:22.143596,Masculino,hwittkel4@hotmail.com,Não,673-467-0040,Sim,Não,659-923-1462,Moland,5197,Copacabana,220005-000,RJ,380.66,96.13
762,Ernestine,Rarity,1962-08-28 06:13:22.143596,Feminino,erarityl5@gmail.com,Sim,404-399-4221,Não,Sim,861-428-3432,Blaine,90890,Copacabana,220004-000,RJ,309.9,2.65
763,Alphonso,Hillborne,1996-08-06 06:13:22.143596,Masculino,ahillbornel6@gmail.com,Sim,375-992-1906,Não,Não,356-652-5000,Fieldstone,3577,Barra da Tijuca,226006-000,RJ,408.28,89.7
764,Hatty,Ferro,1995-04-14 06:13:22.143596,Feminino,hferrol7@hotmail.com,Sim,465-651-3034,Sim,Não,391-344-2863,Waywood,9189,Copacabana,220002-000,RJ,278.38,41.14
765,Tabby,Wibberley,1977-09-16 06:13:22.143596,Feminino,twibberleyl8@gmail.com,Sim,298-974-9625,Não,Sim,524-812-7753,Dottie,44629,Tijuca,205007-000,RJ,309.28,27.89
766,Olly,Paddell,1975-05-14 06:13:22.143596,Feminino,opaddelll9@hotmail.com,Não,299-192-3276,Não,Sim,266-245-2829,Sommers,70348,Tijuca,205009-000,RJ,169.23,51.11
767,Free,Sheasby,1985-06-24 06:13:22.143596,Masculino,fsheasbyla@gmail.com,Não,415-587-2413,Não,Sim,606-228-1964,Shasta,50,Tijuca,205001-000,RJ,242.55,38.25
768,Arly,Tatford,1961-04-04 06:13:22.143596,Outros,atatfordlb@gmail.com,Não,270-188-3902,Não,Sim,646-104-8740,South,26,Barra da Tijuca,226007-000,RJ,275.67,12.4
769,Joni,Durnin,2007-07-16 06:13:22.143596,Feminino,jdurninlc@hotmail.com,Não,388-551-7548,Sim,Sim,549-566-2192,Manitowish,35,Tijuca,205004-000,RJ,288.59,55.08
770,Lyndsey,Hawgood,1976-02-19 06:13:22.143596,Feminino,lhawgoodld@hotmail.com,Não,613-841-8740,Não,Não,615-906-6252,Dapin,4029,Tijuca,205007-000,RJ,358.13,26.77
771,Lucita,Yearsley,1989-06-02 06:13:22.143596,Outros,lyearsleyle@hotmail.com,Sim,364-165-1948,Sim,Não,409-635-7840,Dennis,595,Copacabana,220002-000,RJ,62.65,89.78
772,Otis,Haythornthwaite,1969-03-12 06:13:22.143596,Masculino,ohaythornthwaitelf@hotmail.com,Sim,641-697-2711,Sim,Sim,317-455-1068,Springs,36402,Copacabana,220002-000,RJ,223.55,95.6
773,Luther,Shadfourth,1989-07-02 06:13:22.143596,Outros,lshadfourthlg@gmail.com,Não,631-167-4851,Sim,Não,398-296-5415,Dorton,3,Tijuca,205003-000,RJ,423.65,21.73
774,Inge,Brotherick,1972-10-07 06:13:22.143596,Feminino,ibrothericklh@hotmail.com,Sim,627-496-7910,Não,Sim,525-993-7677,Miller,2,Barra da Tijuca,226003-000,RJ,321.14,34.44
775,Truman,Seater,1960-12-12 06:13:22.143596,Masculino,tseaterli@hotmail.com,Não,229-439-4282,Sim,Sim,181-322-2454,Dexter,9395,Barra da Tijuca,226004-000,RJ,343.94,54.5
776,Romonda,Brocks,2001-09-22 06:13:22.143596,Feminino,rbrockslj@gmail.com,Sim,537-483-3160,Sim,Sim,666-826-8199,Anderson,527,Barra da Tijuca,226006-000,RJ,236.59,97.66
777,Ignatius,Boshere,2007-03-06 06:13:22.143596,Masculino,ibosherelk@hotmail.com,Não,670-601-2809,Não,Sim,194-259-2362,Manley,14,Tijuca,205001-000,RJ,455.6,34.45
778,Iorgo,Anstis,1990-08-01 06:13:22.143596,Masculino,ianstisll@hotmail.com,Não,521-656-3450,Sim,Não,422-800-8556,Sage,3005,Copacabana,220001-000,RJ,179.8,40.34
779,Tansy,Saura,1974-12-06 06:13:22.143596,Outros,tsauralm@hotmail.com,Não,702-535-8109,Sim,Sim,940-396-5120,Chinook,1,Tijuca,205006-000,RJ,116.19,10.01
780,Herrick,Manach,1974-10-15 06:13:22.143596,Masculino,hmanachln@gmail.com,Sim,390-600-7493,Sim,Não,649-185-7098,Brentwood,231,Copacabana,220005-000,RJ,204.59,86.21
781,Helenelizabeth,Exrol,1993-11-19 06:13:22.143596,Feminino,hexrollo@gmail.com,Sim,717-128-5345,Não,Sim,105-844-4759,Heffernan,939,Copacabana,220002-000,RJ,363.31,20.17
782,Saloma,Jowitt,1979-09-19 06:13:22.143596,Feminino,sjowittlp@gmail.com,Sim,787-296-8582,Não,Não,270-345-9010,Arrowood,30,Barra da Tijuca,226002-000,RJ,108.12,67.29
783,Lucien,Tenant,1989-09-13 06:13:22.143596,Masculino,ltenantlq@gmail.com,Sim,625-917-0062,Não,Sim,291-249-3724,Farwell,8181,Tijuca,205006-000,RJ,458.75,13.09
784,Fara,Dewar,1961-08-15 06:13:22.143596,Feminino,fdewarlr@hotmail.com,Não,519-680-2924,Não,Sim,836-637-4125,Kings,15,Copacabana,220001-000,RJ,244.49,42.22
785,Rycca,Fakeley,2005-03-19 06:13:22.143596,Feminino,rfakeleyls@gmail.com,Sim,675-496-3002,Não,Não,744-699-1840,Packers,24710,Tijuca,205009-000,RJ,455.97,24.29
786,Mathilda,Sibbering,1997-09-05 06:13:22.143596,Feminino,msibberinglt@hotmail.com,Não,324-305-7832,Sim,Sim,811-405-0044,New Castle,27591,Copacabana,220009-000,RJ,355.39,12.69
787,Mada,Muddiman,1966-08-25 06:13:22.143596,Feminino,mmuddimanlu@gmail.com,Não,321-975-0263,Não,Não,456-543-2399,Stang,42627,Copacabana,220007-000,RJ,395.41,55.4
788,Des,McCaffrey,2000-03-15 06:13:22.143596,Masculino,dmccaffreylv@gmail.com,Sim,195-610-6711,Não,Não,849-567-3760,Dovetail,357,Copacabana,220009-000,RJ,323.97,12.73
789,Fred,Bowsher,2005-09-04 06:13:22.143596,Masculino,fbowsherlw@gmail.com,Sim,811-426-6067,Sim,Não,617-499-6011,Barby,56,Tijuca,205005-000,RJ,422.51,71.99
790,Lannie,Theriot,2003-02-25 06:13:22.143596,Masculino,ltheriotlx@gmail.com,Sim,314-741-2993,Sim,Sim,394-987-9924,Saint Paul,92784,Copacabana,220002-000,RJ,139.4,94.96
791,Boote,Lorentz,2001-09-06 06:13:22.143596,Masculino,blorentzly@gmail.com,Sim,509-192-4092,Não,Sim,103-663-4820,Thompson,54,Copacabana,220001-000,RJ,187.89,56.6
792,Earvin,O'Logan,2001-08-08 06:13:22.143596,Masculino,eologanlz@gmail.com,Sim,245-740-8413,Sim,Não,279-986-9171,Kinsman,3,Copacabana,220007-000,RJ,62.94,45.65
793,Lotta,Searby,1992-01-13 06:13:22.143596,Feminino,lsearbym0@gmail.com,Não,516-136-1203,Sim,Não,850-637-1510,Old Gate,11,Tijuca,205001-000,RJ,420.38,21.45
794,Modestine,Sargison,1977-04-24 06:13:22.143596,Feminino,msargisonm1@hotmail.com,Não,171-953-7300,Sim,Sim,749-254-2282,Harper,75,Copacabana,220009-000,RJ,389.32,39.66
795,Fredia,Theuff,1971-01-24 06:13:22.143596,Feminino,ftheuffm2@gmail.com,Sim,677-373-0692,Sim,Não,424-738-1159,Marcy,8232,Copacabana,220001-000,RJ,432.5,41.71
796,Lucky,Alans,1976-01-23 06:13:22.143596,Outros,lalansm3@gmail.com,Não,118-512-2776,Não,Não,733-784-7915,Scofield,1209,Copacabana,220007-000,RJ,211.97,10.12
797,Rolando,Stit,1992-04-11 06:13:22.143596,Masculino,rstitm4@hotmail.com,Não,388-719-7177,Não,Não,977-456-8734,Eliot,6,Copacabana,220005-000,RJ,290.35,85.14
798,Ashla,Poznan,1978-01-29 06:13:22.143596,Feminino,apoznanm5@hotmail.com,Não,232-116-2843,Não,Sim,318-756-4633,Pankratz,144,Copacabana,220008-000,RJ,277.67,1.27
799,Billy,Yannoni,2004-12-30 06:13:22.143596,Feminino,byannonim6@gmail.com,Sim,738-349-3438,Sim,Sim,590-816-4538,Columbus,36,Tijuca,205009-000,RJ,63.87,46.03
800,Deina,Aspling,1965-05-28 06:13:22.143596,Feminino,dasplingm7@hotmail.com,Não,713-897-8794,Sim,Sim,952-905-9458,Tony,0,Copacabana,220008-000,RJ,301.02,68.45
801,Shandeigh,Grahl,2002-12-14 06:13:22.143596,Feminino,sgrahlm8@gmail.com,Não,865-906-4445,Não,Sim,716-353-3737,Hooker,0,Copacabana,220005-000,RJ,73.65,36.98
802,Athene,Christophers,1961-02-06 06:13:22.143596,Feminino,achristophersm9@gmail.com,Não,170-946-9260,Sim,Não,684-950-2625,Onsgard,4,Barra da Tijuca,226007-000,RJ,330.02,41.33
803,Yul,Tombling,1992-04-05 06:13:22.143596,Masculino,ytomblingma@gmail.com,Sim,911-994-5350,Sim,Sim,150-763-9825,Caliangt,73815,Tijuca,205009-000,RJ,284.87,43.94
